,CAS,logBCF,Dataset,SMILES
892,153233-91-1,3.46,uci,Fc1cccc(F)c1C3=NC(c2ccc(cc2(OCC))C(C)(C)C)CO3
893,156052-68-5,2.06,uci,O=C(NC(C(=O)CCl)(C)CC)c1cc(c(c(c1)Cl)C)Cl
894,16014-23-6/5281-04-9,0.84,uci,OC(=O)c1cc2ccccc2c(c1O)N=Nc1ccc(cc1S(=O)(=O)O)C
895,1563-66-2,1.08,uci,O=C(Oc2cccc1c2(OC(C)(C)C1))NC
896,156-43-4,0.76,uci,CCOc1ccc(cc1)N
897,1570-64-5,1.28,uci,Cc1c(ccc(c1)Cl)O
898,1582-09-8,3.44,uci,O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F
899,15862-07-4,3.88,uci,Clc1c(cc(c(c1)Cl)Cl)c1ccccc1
900,15958-19-7,1.07,uci,Oc1ccc2c(c1N=Nc1cc(c(cc1S(=O)(=O)O)Cl)C)cccc2
901,15968-05-5,3.85,uci,c2cc(c(c1c(cccc1Cl)Cl)c(c2)Cl)Cl
902,15972-60-8,1.12,uci,O=C(N(c1c(cccc1CC)CC)COC)CCl
903,1746-01-6,4.79,uci,O1c3cc(c(cc3(Oc2cc(c(cc12)Cl)Cl))Cl)Cl
904,1746-81-2,1.15,uci,O=C(Nc1ccc(cc1)Cl)N(OC)C
905,175013-18-0,2.85,uci,O=C(OC)N(OC)c1ccccc1COc2nn(cc2)c3ccc(cc3)Cl
906,20020-02-4,3.52,uci,Clc1c(c(c(c2c1cccc2)Cl)Cl)Cl
907,1912-24-9,0.73,uci,n1c(nc(nc1NC(C)C)Cl)NCC
908,1918-16-7,1.57,uci,O=C(N(c1ccccc1)C(C)C)CCl
909,1934-21-0,0.23,uci,O=C(O)C2=NN(C(=O)C2(N=Nc1ccc(cc1)S(=O)(=O)O))c3ccc(cc3)S(=O)(=O)O
910,19408-74-3,3.92,uci,O1c3cc(c(c(c3(Oc2c1cc(c(c2Cl)Cl)Cl))Cl)Cl)Cl
911,1945-53-5,1.4,uci,O=C(O)C2(C)(CCCC3(C1=C(C=C(CC1)C(C)C)CCC23)(C))
912,19666-30-9,2.49,uci,O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C
913,19780-74-6,3.43,uci,CCCCC(CCC=C)CC
914,198-55-0,2.38,uci,c1ccc2c3c1c1c4c(cccc4ccc1)c3ccc2
915,2008-41-5,2.61,uci,O=C(N(CC(C)C)CC(C)C)SCC
916,175217-20-6,1.99,uci,O=C(NCC=C)c1c(c(C)sc1[Si](C)(C)C)C
917,2027-17-0,4.11,uci,c1ccc2cc(ccc2(c1))C(C)C
918,2032-65-7,1.88,uci,O=C(Oc1cc(c(c(c1)C)SC)C)NC
919,2042-14-0,1.02,uci,Cc1ccc(cc1[N+](=O)[O-])O
920,2050-67-1,2.63,uci,Clc1cccc(c1)c1cccc(c1)Cl
921,2050-68-2,3.58,uci,c1cc(ccc1c2ccc(cc2)Cl)Cl
922,2050-74-0,3.79,uci,c2cc1cccc(c1c(c2)Cl)Cl
923,2050-76-2,1.19,uci,Oc1c(cc(c2c1cccc2)Cl)Cl
924,2051-24-3,4.24,uci,c2(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(c(c(c(c2Cl)Cl)Cl)Cl)Cl
925,19044-88-3,1.88,uci,O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N
926,1897-45-6,1.53,uci,N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl
927,189278-12-4,2.91,uci,O=C1c2cc(ccc2(N=C(OCCC)N1CCC))I
928,18854-01-8,2.74,uci,n1oc(cc1OP(OCC)(OCC)=S)c2ccccc2
929,1763-23-1,3.73,uci,FC(C(C(C(C(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
930,17700-09-3,2.2,uci,O=[N+]([O-])c1ccc(c(c1Cl)Cl)Cl
931,1779-48-2,0.36,uci,OP(O)c1ccccc1
932,17804-35-2,1.43,uci,O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC)
933,180409-60-3,2.72,uci,O=C(NC(=NOCC1CC1)c2c(F)c(F)ccc2C(F)(F)F)Cc3ccccc3
934,1805-32-9,0.51,uci,OCc1ccc(c(c1)Cl)Cl
935,1806-26-4,2.28,uci,Oc1ccc(cc1)CCCCCCCC
936,18181-70-9,3.62,uci,O(c1cc(c(cc1Cl)I)Cl)P(OC)(OC)=S
937,1825-21-4,4.16,uci,O(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C
938,1825-31-6,3.75,uci,c1ccc2c(c1)c(ccc2Cl)Cl
939,18259-05-7,4.85,uci,Clc1c(c(c(c(c1c1ccccc1)Cl)Cl)Cl)Cl
940,1836-77-7,3.31,uci,Clc1cc(cc(c1Oc1ccc(cc1)[N+](=O)[O-])Cl)Cl
941,1839-63-0,3.34,uci,CC1CC(CC(C1)C)C
942,1843-05-6,2.01,uci,O=C(c1c(cc(cc1)OCCCCCCCC)O)c1ccccc1
943,1861-32-1,3.41,uci,O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl
944,1861-40-1,3.2,uci,O=[N+]([O-])c1cc(cc(c1N(CC)CCCC)[N+](=O)[O-])C(F)(F)F
945,18708-70-8,2.6,uci,O=[N+]([O-])c1c(cc(cc1Cl)Cl)Cl
946,149961-52-4,1.68,uci,O=C(NC)C(=NOC)c1ccccc1COc2cc(ccc2C)C
947,1740-19-8,2.12,uci,O=C(O)C2(C)(CCCC3(c1ccc(cc1CCC23)C(C)C)(C))
948,129-00-0,2.97,uci,c1c2c3c4c(c1)cccc4ccc3ccc2
949,13150-81-7,3.18,uci,CC(CCCC(CCCC)C)C
950,128639-02-1,2.25,uci,O=C(OCC)C(Cc1cc(c(F)cc1Cl)N2N=C(N(C2(=O))C(F)F)C)Cl
951,129-43-1,2.31,uci,O=C1c2c(cccc2O)C(=O)c2c1cccc2
952,129630-19-9,0.38,uci,O=C(OCC)COc1cc(c(F)cc1Cl)c2nn(c(OC(F)F)c2Cl)C
953,13029-08-8,3.64,uci,Clc1c(cccc1)c1c(cccc1)Cl
954,13071-79-9,2.73,uci,CCOP(=S)(SCSC(C)(C)C)OCC
955,131-09-9,2.31,uci,O=C1c2c(ccc(c2)Cl)C(=O)c2c1cccc2
956,13116-53-5,1.6,uci,ClC(CCl)(CCl)Cl
957,131341-86-1,2.56,uci,N#Cc1c[nH]cc1c3cccc2OC(F)(F)Oc23
958,131-57-7,2.03,uci,O=C(c1c(cc(cc1)OC)O)c1ccccc1
959,133855-98-8/106325-08-0,1.84,uci,Fc1ccc(cc1)C3(OC3(c2ccccc2Cl))(Cn4ncnc4)
960,131807-57-3,3.48,uci,O=C4OC(c2ccc(Oc1ccccc1)cc2)(C(=O)N4(Nc3ccccc3))C
961,1322-93-6,0.6,uci,O=S(=O)(O)c2cc1c(cccc1C(C)C)cc2C(C)C
962,132-64-9,3.19,uci,c1cccc2c1c1ccccc1o2
963,132-65-0,3.11,uci,c1c2c3c(sc2ccc1)cccc3
964,13286-32-3,1.51,uci,O=P(OCC)(OCC)SCc1ccccc1
965,133-06-2,1.98,uci,O=C1N(C(=O)C2CC=CCC12)SC(Cl)(Cl)Cl
966,133-07-3,1.75,uci,O=C1c2ccccc2(C(=O)N1SC(Cl)(Cl)Cl)
967,13356-08-6,2.86,uci,O([Sn](CC(c1ccccc1)(C)C)(CC(c2ccccc2)(C)C)CC(c3ccccc3)(C)C)[Sn](CC(c4ccccc4)(C)C)(CC(c5ccccc5)(C)C)CC(c6ccccc6)(C)C
968,128-37-0,3.12,uci,Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C
969,127-90-2,3.39,uci,ClC(Cl)(Cl)C(COCC(C(Cl)(Cl)Cl)Cl)Cl
970,127-68-4,0.7,uci,O=[N+]([O-])c1cccc(c1)S(=O)(=O)O
971,127-27-5,1.92,uci,O=C(O)C2(C)(CCCC3(C)(C1C(=CC(C=C)(C)CC1)CCC23))
972,123-48-8,3.29,uci,CC(CC(=CC(C)(C)C)C)(C)C
973,1490-04-6/2216-51-5,1.04,uci,OC1CC(C)CCC1(C(C)C)
974,123-63-7,0.28,uci,CC1OC(OC(O1)C)C
975,123-91-1,-0.29,uci,C1COCCO1
976,124-11-8,3.18,uci,CCCCCCCC=C
977,1241-94-7,2.59,uci,O=P(Oc1ccccc1)(Oc1ccccc1)OCC(CCCC)CC
978,124495-18-7,3.7,uci,Fc3ccc(Oc2ccnc1cc(cc(c12)Cl)Cl)cc3
979,125116-23-6,2.11,uci,OC3(Cn1ncnc1)(C(Cc2ccc(cc2)Cl)CCC3(C)(C))
980,126-30-7,0.42,uci,CC(CO)(CO)C
981,126-33-0,0.62,uci,O=S1(=O)CCCC1
982,126448-41-7/135158-54-2,2.07,uci,OC(c2cccc1nnsc12)=S
983,126690-66-2,3.29,uci,CC(C=C(CC(C)C)C)C
984,126-72-7,0.45,uci,O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br
985,126-73-8,1.38,uci,O=P(OCCCC)(OCCCC)OCCCC
986,126833-17-8,2.2,uci,O=C(Nc1ccc(O)c(c1Cl)Cl)C2(C)(CCCCC2)
987,127-18-4,1.78,uci,ClC(=C(Cl)Cl)Cl
988,127-20-8,0.76,uci,O=C(O)C(C)(Cl)Cl
989,13358-11-7,3.07,uci,O=C1N(C(=O)C3C1C2(C=CC3(CC2)C(C)C)(C))CC(CC)CCCC
990,131983-72-7,0.78,uci,O=C(OCC)C1CC(=O)C(C(=O)C1)=C(O)C2CC2
991,134098-61-6,3.2,uci,O=C(OC(C)(C)C)c1ccc(cc1)CON=Cc3c(nn(c3(Oc2ccccc2))C)C
992,145-73-3,-0.4,uci,O=C(O)C2C1OC(CC1)C2(C(=O)O)
993,141517-21-7,2.63,uci,O=C(OC)C(=NOC)c1ccccc1CON=C(c2cccc(c2)C(F)(F)F)C
994,141-93-5,2.77,uci,CCc1cc(ccc1)CC
995,142459-58-3,1.85,uci,O=C(N(c1ccc(F)cc1)C(C)C)COc2nnc(C(F)(F)F)s2
996,142891-20-1,1.38,uci,O=C(OCC)C(=Cc1cc(ccc1Cl)N2C(=O)C3=C(C2(=O))CCCC3)Cl
997,142-96-1,1.89,uci,CCCCOCCCC
998,143390-89-0,2.34,uci,O=C(OC)C(=NOC)c1ccccc1COc2ccccc2C
999,144-19-4,-0.16,uci,CC(C(C(C)C)O)(CO)C
1000,145701-23-1,0.18,uci,O=S(=O)(Nc1c(F)cccc1(F))c2nc3c(F)cnc(OC)n3(n2)
1001,1460-02-2,4.38,uci,CC(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)(C)C
1002,140923-17-7,1.0,uci,O=C(OC(C)C)NC(C(=O)NC(c1ccc(cc1)C)C)C(C)C
1003,1461-22-9,3.3,uci,CCCC[Sn](CCCC)(CCCC)Cl
1004,1461-25-2,2.27,uci,CCCC[Sn](CCCC)(CCCC)CCCC
1005,1477-55-0,0.19,uci,NCc1cc(ccc1)CN
1006,14800-24-9,0.18,uci,c1ccc(cc1)C[N+](C)(C)C
1007,14816-18-3,2.89,uci,S=P(ON=C(c1ccccc1)C#N)(OCC)OCC
1008,148477-71-8,0.15,uci,O=C1OC3(C(OC(=O)C(C)(C)CC)=C1c2cc(cc(c2)Cl)Cl)(CCCCC3)
1009,148-75-4,0.3,uci,OS(=O)(=O)c1c(cc2c(c1)cc(cc2)S(=O)(=O)O)O
1010,148-79-8,1.98,uci,n1cscc1c2nc3ccccc3([nH]2)
1011,141112-29-0,1.04,uci,O=C(c1cnoc1C2CC2)c3ccc(cc3S(=O)(=O)C)C(F)(F)F
1012,143-50-0,3.19,uci,O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
1013,140-66-9,2.46,uci,Oc1ccc(cc1)C(C)(C)CC(C)(C)C
1014,13654-09-6,0.67,uci,Brc1c(c(c(c(c1c1c(c(c(c(c1Br)Br)Br)Br)Br)Br)Br)Br)Br
1015,134-32-7,1.44,uci,Nc1c2c(ccc1)cccc2
1016,134-62-3,0.34,uci,O=C(c1cc(ccc1)C)N(CC)CC
1017,13464-24-9,1.59,uci,Oc1ccc(cc1)C(=C)CC(c2ccc(O)cc2)(C)C
1018,13475-82-6,3.1,uci,CC(CC(CC(C)(C)C)C)(C)C
1019,13540-50-6,3.23,uci,Cc1ccc(cc1Cc1ccccc1)C
1020,13560-89-9,2.03,uci,C2(=C(C3(C1CCC4C(CCC1C2(C3(Cl)Cl)Cl)C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
1021,135-88-6,2.38,uci,c1c2c(ccc1Nc1ccccc1)cccc2
1022,136426-54-5,1.94,uci,O=C2c4cc(F)ccc4(N=C(n1ncnc1)N2c3ccc(cc3Cl)Cl)
1023,134-47-4,0.02,uci,O=C(Nc1cc2cc(cc(c2cc1)O)S(=O)(=O)O)Nc1cc2cc(cc(c2cc1)O)S(=O)(=O)O
1024,13674-84-5,0.69,uci,O=P(OC(CCl)C)(OC(CCl)C)OC(CCl)C
1025,13674-87-8,1.18,uci,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
1026,13684-56-5,2.2,uci,O=C(Oc1cccc(c1)NC(=O)OCC)Nc2ccccc2
1027,13684-63-4,2.22,uci,O=C(Oc1cccc(c1)NC(=O)OC)Nc2cccc(c2)C
1028,137-26-8,0.54,uci,C(N(C)C)(=S)SSC(N(C)C)=S
1029,137641-05-5,2.76,uci,O=C(Nc1ccc(F)cc1)c3nc(Oc2cccc(c2)C(F)(F)F)ccc3
1030,13936-21-5,3.02,uci,O=C1c2c(ccc(c2)CCCCC)C(=O)c2c1cccc2
1031,22967-92-6,2.5024271199844326,eco,C[Hg+]
1032,2212-67-1,1.414973347970818,eco,CCSC(=O)N1CCCCCC1
1033,2163-80-6,1.2430380486862944,eco,[Na+].C[As](O)([O-])=O
1034,2597-03-7,1.7481880270062005,eco,CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1
1035,25429-29-2,3.705007959333336,eco,Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl
1036,272451-65-7,0.15956719323362029,eco,Cc1cc(ccc1NC(=O)c2cccc(I)c2C(=O)NC(C)(C)C[S](C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F
1037,2719-61-1,2.4712917110589387,eco,CCCCCCCCCCC(C)c1ccccc1
1038,18472-51-0,1.6232492903979006,eco,NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
1039,195209-93-9,-0.6777807052660807,eco,CC(C)OC(=O)C(C(=O)OC(C)C)Cl
1040,1987-50-4,2.7442929831226763,eco,CCCCCCCc1ccc(O)cc1
1041,20076-86-2,-1.0501222959631251,eco,CC1=C(C(O)=O)C(=O)C(=C(O)S1)c2ccccc2
1042,2008-39-1,-0.7099653886374819,eco,CNC.OC(=O)COc1ccc(Cl)cc1Cl
1043,2008-58-4,1.1760912590556813,eco,NC(=O)c1c(Cl)cccc1Cl
1044,2012-00-2,0.6232492903979004,eco,CCO[P](=O)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2
1045,2795-39-3,2.6637951222194074,eco,[K+].[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1046,28300-74-5,0.5314789170422551,eco,O.O.O.[K+].[K+].[O-]C(=O)C1O[Sb]2OC(C(O[Sb]3OC1C(=O)O3)C([O-])=O)C(=O)O2
1047,33979-03-2,3.5185139398778875,eco,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl
1048,34364-42-6,3.448242412634439,eco,CC(C)c1cc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc(c1)c4ccccc4
1049,36653-82-4,3.089905111439398,eco,CCCCCCCCCCCCCCCCO
1050,33284-52-5,1.0334237554869496,eco,Clc1cc(Cl)cc(c1)c2cc(Cl)cc(Cl)c2
1051,33213-65-9,3.9959859979137993,eco,ClC1=C(Cl)C2(Cl)[C@@H]3CO[S](=O)OC[C@@H]3[C@@]1(Cl)C2(Cl)Cl
1052,29122-68-7,-0.9788107009300618,eco,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
1053,298-46-4,-0.09691001300805639,eco,NC(=O)N1c2ccccc2C=Cc3ccccc13
1054,319-84-6,3.161368002234975,eco,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
1055,3211-76-5,1.7671558660821804,eco,C[Se]CC[C@H](N)C(O)=O
1056,3251-23-8,2.0,eco,[Cu++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
1057,174300-34-6,-0.1938200260161128,eco,CC(C)OC(=O)C(C(=O)OC(C)C)(Cl)Cl
1058,110-16-7,1.0,eco,OC(=O)\C=C\C(O)=O
1059,11097-69-1,5.014184397501279,eco,Clc1cccc(c1Cl)c2ccc(Cl)c(Cl)c2Cl
1060,112-27-6,3.230448921378274,eco,OCCOCCOCCO
1061,114012-04-3,-0.6108339156354675,eco,COP(=S)(OC)OC1=C(C=C(C=C1)Cl)[N+]#[C-]
1062,115-09-3,2.161368002234975,eco,C[Hg]Cl
1063,117-84-0,3.9731278535996988,eco,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
1064,10325-94-7,2.0,eco,[Cd++].O[N+]([O-])=O.O[N+]([O-])=O
1065,37853-59-1,1.4107772333772097,eco,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1
1066,10102-06-4,4.623249290397901,eco,O(|[U](|O[N+]([O-])=O)(=O)=O)[N+]([O-])=O
1067,10102-18-8,1.904715545278681,eco,[Na+].[Na+].[O-][Se]([O-])=O
1068,10108-64-2,0.010723865391773066,eco,[Cl-].[Cl-].[Cd++]
1069,10124-36-4,0.6434526764861874,eco,[Cd++].[O-][S]([O-])(=O)=O
1070,10161-33-8,1.1139433523068367,eco,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
1071,103-23-1,1.4313637641589874,eco,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
1072,107-13-1,1.6812412373755872,eco,C=CC#N
1073,1067-14-7,0.3010299956639812,eco,[Cl]|[Pb](CC)(CC)CC
1074,107-02-8,2.53655844257153,eco,C=CC=O
1075,107-06-2,0.3010299956639812,eco,ClCCCl
1076,12002-48-1,3.0565237240791006,eco,Clc1cccc(Cl)c1Cl
1077,15307-79-6,3.6989700043360187,eco,[Na+].[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
1078,1327-53-3,0.6020599913279624,eco,[O--].[O--].[O--].[As+3].[As+3]
1079,1336-36-3,4.6127838567197355,eco,Clc1cc(cc(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2
1080,13410-01-0,3.6532125137753435,eco,[Na+].[Na+].[O-][Se]([O-])(=O)=O
1081,13463-67-7,2.014436527831672,eco,O=[Ti]=O
1082,1520-78-1,0.0,eco,[Cl]|[Pb](C)(C)C
1083,15498-87-0,0.15228834438305647,eco,[Na+].[Na+].[O-][Se]([O-])=O
1084,155569-91-8,1.8721562727482928,eco,CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H]([NH2+]C)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.[O-]C(=O)c8ccccc8
1085,16372-96-6,0.5165353738957996,eco,Brc1cc(Br)cc(c1)c2ccccc2
1086,16400-50-3,1.2576785748691846,eco,Brc1cc(Br)cc(c1)c2cc(Br)cc(Br)c2
1087,1691-99-2,5.6020599913279625,eco,CCN(CCO)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1088,1317-38-0,-0.4814860601221126,eco,O=[Cu]
1089,131-55-5,0.029383777685209667,eco,Oc1ccc(c(O)c1)C(=O)c2ccc(O)cc2O
1090,123-31-9,1.6020599913279623,eco,Oc1ccc(O)cc1
1091,12672-29-6,4.694605198933568,eco,Clc1cc(Cl)cc(c1)c2cc(Cl)cc(Cl)c2
1092,1314-13-2,0.35793484700045375,eco,O=[Zn]
1093,12674-11-2,4.0,eco,Clc1cccc(c1)c2cc(Cl)cc(Cl)c2
1094,12789-03-6,4.160303425817115,eco,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
1095,128-39-2,2.8195439355418688,eco,CC(C)(C)c1cccc(c1O)C(C)(C)C
1096,1303-28-2,0.26717172840301384,eco,O=[As](=O)O[As](=O)=O
1097,131-11-3,1.7558748556724915,eco,COC(=O)c1ccccc1C(=O)OC
1098,7782-49-2,1.1398790864012365,eco,[Se]
1099,7733-02-0,1.437036719113488,eco,[Zn++].[O-][S]([O-])(=O)=O
1100,7745-89-3,1.9444826721501687,eco,[H+].[Cl-].Cc1ccc(N)cc1Cl
1101,7758-94-3,0.8750612633917001,eco,O|[Fe++](|O)(|O)|O.[Cl-].[Cl-]
1102,7758-98-7,1.8027737252919758,eco,[Cu++].[O-][S]([O-])(=O)=O
1103,7761-88-8,-1.2218487496163564,eco,[Ag+].[O-][N+]([O-])=O
1104,7773-01-5,1.250420002308894,eco,O.O.O.O.[Cl-].[Cl-].[Mn++]
1105,7778-43-0,0.6020599913279624,eco,[Na+].O[As](O)(O)=O
1106,7783-00-8,1.3010299956639813,eco,O[Se](O)=O
1107,7718-54-9,-1.136677139879544,eco,[Cl-].[Cl-].[Ni++]
1108,7787-47-5,-0.12205304837081175,eco,[Be++].[Cl-].[Cl-]
1109,78-00-2,2.113943352306837,eco,CC[Pb](CC)(CC)CC
1110,78-32-0,3.1720188094245563,eco,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1
1111,786-19-6,2.8920946026904804,eco,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1
1112,789-02-6,2.1072099696478683,eco,Clc1ccc(cc1)C(c2ccccc2Cl)C(Cl)(Cl)Cl
1113,7727-18-6,-0.4559319556497244,eco,Cl|[V](|Cl)(|Cl)=O
1114,7439-96-5,2.342422680822206,eco,[Mn]
1115,7487-94-7,3.3473300153169503,eco,[Cl-].[Cl-].[Hg++]
1116,7440-24-6,0.9777236052888477,eco,[Sr]
1117,7440-43-9,-0.3979400086720376,eco,[Cd++]
1118,7440-46-2,0.3979400086720376,eco,[Cs]
1119,7440-48-4,-0.1366771398795441,eco,[Co]
1120,7440-50-8,2.568201724066995,eco,[Cu]
1121,7440-66-6,0.0,eco,[Zn]
1122,7446-18-6,1.5314789170422551,eco,[Tl+].[Tl+].[O-][S]([O-])(=O)=O
1123,7447-39-4,1.0374264979406236,eco,[Cl-].[Cl-].[Cu++]
1124,75-60-5,-0.07058107428570722,eco,C[As](C)(O)=O
1125,7681-82-5,2.037426497940624,eco,[Na+].[I-]
1126,76-01-7,1.8260748027008264,eco,ClC(Cl)C(Cl)(Cl)Cl
1127,7601-89-0,-0.8696662315049939,eco,[Na+].[O-][Cl](=O)(=O)=O
1128,7646-79-9,-0.26760624017703144,eco,[Cl-].[Cl-].[Co++]
1129,7646-85-7,0.8129133566428556,eco,[Cl-].[Cl-].[Zn++]
1130,7647-15-6,1.5713593927538396,eco,[Na+].[Br-]
1131,7647-17-8,0.6334684555795865,eco,[Cl-].[Cs+]
1132,8001-35-2,4.292256071356476,eco,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
1133,91465-08-6,2.811206235204958,eco,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
1134,91-64-5,1.0,eco,O=C1Oc2ccccc2C=C1
1135,92-87-5,1.916453948549925,eco,Nc1ccc(cc1)c2ccc(N)cc2
1136,959-98-8,4.041155732629711,eco,ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl
1137,96300-95-7,2.9253120914996495,eco,CC(C)CCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2.O=[P](Oc3ccccc3)(Oc4ccccc4)Oc5ccccc5
1138,96300-97-9,3.650598898172657,eco,CC(C)c1ccccc1O[P](=O)(Oc2ccccc2)Oc3ccccc3.O=[P](Oc4ccccc4)(Oc5ccccc5)Oc6ccccc6
1139,84-66-2,2.0681858617461617,eco,CCOC(=O)c1ccccc1C(=O)OCC
1140,7440-08-6,0.6020599913279624,eco,[Po]
1141,7439-92-1,1.5185139398778875,eco,[Pb]
1142,52645-53-1,2.6638892986226614,eco,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2
1143,53469-21-9,4.313107595194996,eco,Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl
1144,56296-78-7,1.7745169657285496,eco,[H+].[Cl-].CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2
1145,52303-69-2,-0.7958800173440752,eco,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCC[S]1=O
1146,563-04-2,2.838849090737255,eco,Cc1cccc(O[P](=O)(Oc2cccc(C)c2)Oc3cccc(C)c3)c1
1147,56803-37-3,2.9733587998863977,eco,CC(C)(C)c1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1
1148,57-63-6,2.8027737252919755,eco,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C
1149,520-45-6,2.1476763242410986,eco,CC(=O)C1C(=O)OC(=CC1=O)C
1150,7439-89-6,0.785329835010767,eco,[Fe]
1151,38638-05-0,2.8394780473741985,eco,CC(C)CC(C)CC(C)c1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1
1152,39227-61-7,2.90848501887865,eco,Clc1ccc2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1
1153,39485-83-1,3.3654879848909,eco,Clc1ccc(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl
1154,4404-43-7,1.0969100130080565,eco,OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S](O)(=O)=O)c(c3)[S](O)(=O)=O)n1
1155,471-74-9,1.7520484478194385,eco,C[C@@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C(O)=O)C=C
1156,50-04-4,1.0,eco,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
1157,506-64-9,1.3010299956639813,eco,[Ag+].[C-]#N
1158,50-84-0,1.0,eco,OC(=O)c1ccc(Cl)cc1Cl
1159,5103-71-9,4.113943352306837,eco,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
1160,586-76-5,1.0,eco,OC(=O)c1ccc(Br)cc1
